Customer Name,Product Category,Region,Sales
Dolores Abrams,Technology,West,1044.84
Dolores Herring,Office Supplies,East,84.48
Dolores McClure,Furniture,East,995.58
Dolores Sigmon,Furniture,Central,168.72
Dolores Sigmon,Office Supplies,Central,90.24
Dolores Vincent,Furniture,Central,973.89
Dolores Vincent,Office Supplies,Central,1411.9
Dolores Vincent,Technology,Central,1572.52
Don Beard,Furniture,Central,224.48
Don Beard,Office Supplies,Central,3183.82
Don Beard,Technology,Central,739.07
Don Cameron,Office Supplies,Central,1930.22
Don Cameron,Technology,Central,33.04
Don Herndon,Furniture,Central,341.14
Don Rogers,Furniture,East,533.93
Don Rogers,Office Supplies,East,360.54
Don Rogers,Technology,East,13827.63
Donald Davies,Office Supplies,West,14.89
Donald Melton,Office Supplies,South,186.19
Donald Melton,Technology,South,1227.94
Donald Montgomery,Furniture,West,682.64
Donald Montgomery,Office Supplies,West,363.55
Donald Montgomery,Technology,West,11887.78
Donna Block,Furniture,South,4680.08
Donna Block,Office Supplies,South,192.33
Donna Block,Technology,South,264.95
Donna Braun,Office Supplies,South,133.83
Donna Braun,Technology,South,3550.28
Donna Craven,Furniture,East,1391.4
Donna Craven,Office Supplies,East,236.03
Donna Craven,Technology,East,695.03
Donna Hawkins,Office Supplies,West,1112.75
Donna Ross,Technology,East,815.75
Doris Fitzpatrick,Furniture,Central,4910.72
Doris Fitzpatrick,Office Supplies,Central,62.8
Doris Starr,Office Supplies,West,1175.26
Doris Starr,Technology,West,155.59
Doris Tyson,Office Supplies,East,78.94
Dorothy Buchanan,Furniture,East,72.11
Dorothy Cates,Furniture,East,2768.4
Dorothy Gonzalez,Office Supplies,Central,599.97
Dorothy Gonzalez,Technology,Central,824.16
Dorothy Holt,Furniture,Central,260.1
Dorothy Holt,Office Supplies,Central,3596.48
Dorothy Huff,Furniture,Central,2016.22
Dorothy Huff,Office Supplies,Central,4152.77
Douglas Buck,Office Supplies,West,153.87
Douglas English,Office Supplies,South,4237.16
Douglas Gay,Furniture,South,483.24
Douglas Gay,Office Supplies,South,106.84
Douglas Sutton,Office Supplies,West,523.3
Douglas Sutton,Technology,West,5861.15
Dwight Albright Huffman,Furniture,West,4379.94
Dwight Albright Huffman,Office Supplies,West,4163.28
Dwight Albright Huffman,Technology,West,8069.47
Dwight Banks,Office Supplies,South,93.32
Dwight Bishop,Office Supplies,Central,1179.8
Dwight Bishop,Technology,Central,479.79
Dwight Hendricks,Office Supplies,South,72.88
Dwight Hendricks,Technology,South,980.82
Dwight Hwang,Office Supplies,West,1627.23
Dwight Hwang,Technology,West,1705.08
Dwight M Carr,Furniture,West,452.93
Dwight M Carr,Office Supplies,West,47.63
Dwight M Carr,Technology,West,1456.38
Dwight Robinson,Furniture,Central,269.61
Dwight Robinson,Office Supplies,Central,166.62
Dwight Robinson,Technology,Central,19671.2
Dwight Stephenson,Furniture,West,212.17
Dwight Stephenson,Office Supplies,West,190.85
Earl Alston,Furniture,South,1757.15
Earl Alston,Office Supplies,South,3734.91
Earl Buck,Office Supplies,West,84.83
Earl Donnelly,Office Supplies,South,47.12
Earl Donnelly,Technology,South,2180.31
Earl King,Technology,East,439.13
Earl Melton,Office Supplies,East,52.91
Earl Roy,Furniture,South,166.62
Earl Roy,Office Supplies,South,245.92
Earl Watts,Furniture,Central,2026.91
Earl Watts,Office Supplies,Central,37.13
Eddie Boyd,Office Supplies,West,759.6
Eddie Boyd,Technology,West,345.73
Eddie Chandler,Office Supplies,East,64.37
Eddie House Mueller,Furniture,Central,8114.34
Eddie House Mueller,Office Supplies,Central,2820.05
Eddie House Mueller,Technology,Central,23059.11
Eddie Li,Technology,East,351.93
Eddie Morrison,Office Supplies,East,39.1
Eddie Riggs,Furniture,East,449.86
Eddie Riggs,Technology,East,1565.1
Eddie Walker,Furniture,Central,319.3
Eddie Walker,Office Supplies,Central,811.21
Eddie Walker,Technology,Central,1924.66
Edgar Kumar,Furniture,East,1794.88
Edgar McKenzie,Furniture,Central,17.81
Edgar McKenzie,Office Supplies,Central,299.33
Edgar McKenzie,Technology,Central,5976.09
Edgar McLeod,Office Supplies,South,436.29
Edgar Oakley,Furniture,Central,86.93
Edgar Oakley,Office Supplies,Central,519.48
Edgar Oakley,Technology,Central,79.52
Edgar Stone,Furniture,East,1982.2
Edgar Stone,Office Supplies,East,136.94
Edgar Vogel,Office Supplies,East,138.16
Edith Forbes,Technology,East,1013.84
Edith McDaniel,Technology,West,523.34
Edith Norton,Furniture,Central,3945.98
Edith Norton,Office Supplies,Central,52.91
Edith Pruitt,Office Supplies,West,55.64
Edith Reynolds,Furniture,Central,67.64
Edith Reynolds,Office Supplies,Central,4245.68
Edna Barefoot Rao,Office Supplies,Central,37.86
Edna Freeman,Furniture,South,2732.06
Edna Freeman,Office Supplies,South,103.78
Edna Goodwin,Furniture,South,1006.42
Edna Goodwin,Office Supplies,South,1209.71
Edna Goodwin,Technology,South,1426.39
Edna Huang,Furniture,East,13591.76
Edna Michael,Furniture,South,26.66
Edna Michael,Office Supplies,South,591.88
Edna Michael,Technology,South,1237.4
Edna Monroe Talley,Furniture,Central,188.51
Edna Monroe Talley,Office Supplies,Central,90.6
Edna Monroe Talley,Technology,Central,7461.78
Edna Pierce,Furniture,South,10094.19
Edna Pierce,Office Supplies,South,788.87
Edna Schroeder,Furniture,Central,1803.92
Edna Schroeder,Office Supplies,Central,315.85
Edna Schroeder,Technology,Central,606.51
Edna Thomas,Office Supplies,West,265.5
Edna Thomas,Technology,West,2159.19
Edna Welch,Office Supplies,Central,9.43
Edna Welch,Technology,Central,1814.88
Edna Willis,Office Supplies,West,71.41
Edward Byers,Office Supplies,East,70.36
Edward Bynum,Office Supplies,East,279.07
Edward Bynum,Technology,East,84.56
Edward Hampton,Furniture,East,1591.33
Edward Lamm,Office Supplies,East,75.17
Edward Leonard,Furniture,West,3961.88
Edward Leonard,Office Supplies,West,8.77
Edward Leonard,Technology,West,792.79
Edward Maxwell,Office Supplies,West,963.64
Edward McKenzie,Furniture,South,27.14
Edward McKenzie,Office Supplies,South,81.14
Edward Pugh,Office Supplies,West,8060.47
Edwin Blackburn,Office Supplies,East,80.58
Edwin Chung,Furniture,East,25.31
Edwin Coley,Furniture,Central,3218.52
Edwin Coley,Office Supplies,Central,225.66
Edwin Lang,Office Supplies,East,112.88
Edwin Riddle,Office Supplies,East,83.05
Edwin Winters,Furniture,East,1005.73
Eileen Cheek,Technology,East,229.57
Eileen Dalton,Office Supplies,South,70.65
Eileen Dalton,Technology,South,2921.43
Eileen Fletcher,Furniture,Central,10392.84
Eileen Fletcher,Office Supplies,Central,555.35
Eileen Fletcher,Technology,Central,3672.89
Eileen Frye,Office Supplies,East,2044.84
Eileen McDonald,Furniture,West,1216.52
Eileen McDonald,Office Supplies,West,567.82
Eileen McDonald,Technology,West,342.31
Eileen R Braun,Furniture,West,518.06
Eileen R Braun,Office Supplies,West,17.14
Eileen Riddle,Office Supplies,West,1994.7
Eileen Schwartz,Furniture,Central,16921.77
Eileen Schwartz,Office Supplies,Central,53.12
Eileen Schwartz,Technology,Central,947.71
Elaine Bass,Technology,East,618.31
Elaine McMahon Talley,Furniture,East,504.44
Elaine Welsh,Furniture,East,150.79
Eleanor Barbour,Furniture,Central,907.41
Eleanor Barbour,Technology,Central,232.35
Eleanor Erickson,Office Supplies,East,23.77
Eleanor Swain,Furniture,South,12434.02
Eleanor Swain,Office Supplies,South,4211.72
Eleanor Swain,Technology,South,17836.62
Elisabeth Bullock,Office Supplies,East,22.7
Elisabeth Gorman,Office Supplies,South,70.28
Elisabeth Hatcher,Furniture,East,3969.21
Elisabeth Joyner,Office Supplies,East,45.69
Elisabeth Massey,Office Supplies,West,1056.8
Elisabeth Massey,Technology,West,2101.52
Elisabeth Rao,Furniture,South,92.35
Elisabeth Rao,Office Supplies,South,23.35
Elisabeth Shaw,Office Supplies,South,298.28
Elisabeth Shaw,Technology,South,1163.32
Elisabeth Stephenson,Office Supplies,Central,7310.96
Elisabeth Stephenson,Technology,Central,703.01
Elisabeth Thompson,Office Supplies,East,53.02
Elizabeth Herman,Furniture,Central,2936.8
Elizabeth Herman,Office Supplies,Central,22.64
Elizabeth Herman,Technology,Central,492.26
Elizabeth Walker,Office Supplies,West,3.85
Elizabeth Walker,Technology,West,164.1
Ellen Avery,Office Supplies,East,1432.3
Ellen Beck,Office Supplies,West,97.94
Ellen Beck,Technology,West,6948.44
Ellen Blair,Office Supplies,South,195.35
Ellen Kirkland,Furniture,Central,4843.41
Ellen Kirkland,Office Supplies,Central,5746.72
Ellen Kirkland,Technology,Central,1175.27
Ellen McCormick,Furniture,West,1449.26
Ellen McCormick,Office Supplies,West,4376.63
Ellen Sparks,Office Supplies,Central,218.05
Ellen Sparks,Technology,Central,326.03
Elsie Boykin,Office Supplies,South,228.76
Elsie Boykin,Technology,South,3139.48
Elsie Byers,Office Supplies,Central,63.22
Elsie Dodson,Office Supplies,South,277.57
Elsie Dodson,Technology,South,9158.15
Elsie Floyd,Technology,West,1352.48
Elsie G Ferguson,Furniture,Central,661.15
Elsie G Ferguson,Technology,Central,48.89
Elsie Hewitt,Technology,East,30.28
Elsie Hwang,Furniture,East,1282.67
Elsie Lane,Office Supplies,Central,59.75
Elsie Pridgen,Furniture,West,2629.92
Elsie Pridgen,Office Supplies,West,526.19
Elsie Pridgen,Technology,West,2054.69
Elsie Siegel,Technology,Central,2311.15
Emily Adkins,Office Supplies,East,57.78
Emily Britt,Furniture,West,1226.76
Emily Britt,Office Supplies,West,9613.1
Emily Britt,Technology,West,645.74
Emily Gibbons,Furniture,East,492.77
Emily Sims,Furniture,South,131.07
Emily Sims,Office Supplies,South,1941.45
Emma Bloom,Furniture,West,1315.4
Emma Bloom,Office Supplies,West,204.82
Emma Bowles,Office Supplies,West,2121.61
Emma Bowles,Technology,West,666.37
Emma Buckley,Office Supplies,West,651.14
Emma Buckley,Technology,West,38.74
Emma Bullock,Furniture,Central,29.74
Emma Copeland,Furniture,Central,1055.51
Emma Copeland,Office Supplies,Central,589.7
Emma Harvey,Office Supplies,West,895.34
Emma Harvey,Technology,West,105.85
Emma Hayes,Furniture,East,777.11
Emma Leach,Furniture,West,125.86
Emma Leach,Office Supplies,West,9.52
Emma M Li,Office Supplies,Central,84.22
Emma M Li,Technology,Central,821.3
Emma Mitchell,Office Supplies,East,1894.06
Emma Sparks,Furniture,West,4397.17
Emma Sparks,Office Supplies,West,107.78
Emma Sparks,Technology,West,9478.97
Eric Dennis,Furniture,East,3444.74
Eric Dennis,Office Supplies,East,6.65
Eric Dennis,Technology,East,625.96
Eric Ferguson,Furniture,East,403.33
Eric West,Office Supplies,East,122.09
Eric West,Technology,East,3707.47
Erica Burgess,Office Supplies,South,115.4
Erica Bynum,Furniture,East,1640.59
Erica Bynum,Office Supplies,East,197.35
Erica Bynum,Technology,East,595.19
Erica Cowan,Office Supplies,East,38.51
Erica Holloway,Office Supplies,Central,676.08
Erica Lyon,Furniture,East,1418.97
Erica Nguyen,Office Supplies,East,305.58
Erica Pittman,Furniture,West,2156.25
Erica Pittman,Office Supplies,West,393.06
Erica Pittman,Technology,West,1394.72
Erica R Fuller,Furniture,Central,43.65
Erica R Fuller,Office Supplies,Central,41.48
Erica R Fuller,Technology,Central,37.16
Erica Riddle,Office Supplies,South,1164.31
Erica Riddle,Technology,South,1525.15
Erik Barr,Office Supplies,Central,568.37
Erik Barr,Technology,Central,19.96
Erik Harmon,Office Supplies,East,99.43
Erik Moon,Office Supplies,Central,220.86
Erik Schwarz,Furniture,East,16808.41
Erika Clapp,Furniture,South,2482.02
Erika Clapp,Office Supplies,South,358.25
Erika Fink,Office Supplies,West,162.85
Erika Fink,Technology,West,497.11
Erika Hardison,Technology,East,164.05
Erika Jordan,Furniture,East,7752.61
Erika Jordan,Office Supplies,East,4173.09
Erika Morgan,Office Supplies,East,33.08
Erika Morgan,Technology,East,522.22
Erin Ballard,Furniture,West,19948.59
Erin Ballard,Office Supplies,West,1210.27
Erin Ballard,Technology,West,187.4
Erin Brandt Spivey,Furniture,Central,126.69
Erin Brandt Spivey,Office Supplies,Central,8411.94
Erin Brandt Spivey,Technology,Central,413.93
Erin Erickson,Furniture,West,6607.57
Erin Erickson,Office Supplies,West,1013.61
Erin Y Stewart,Furniture,West,1391.41
Erin Y Stewart,Office Supplies,West,340.11
Erin Y Stewart,Technology,West,1373.6
Ernest Barber,Office Supplies,West,860.43
Ernest Barber,Technology,West,310.28
Ernest Dawson,Furniture,Central,3943.28
Ernest Dawson,Office Supplies,Central,9160.63
Ernest Dawson,Technology,Central,1516.88
Ernest McBride,Furniture,East,480.37
Ernest Oh,Furniture,West,3575.98
Ernest Oh,Office Supplies,West,3467.63
Ernest Oh,Technology,West,14107.03
Ernest Peele,Furniture,Central,1900.85
Ernest Peele,Office Supplies,Central,607.94
Ernest Peele,Technology,Central,1068.6
Ernest Sykes Montgomery,Office Supplies,East,1006.82
Esther Gill Norman,Furniture,East,2051.51
Esther Marcus,Office Supplies,East,96.14
Esther Whitaker,Furniture,East,845.48
Esther Whitaker,Office Supplies,East,2025.6
Esther Whitaker,Technology,East,1151.1
Ethel Barton,Office Supplies,East,114.72
Ethel Coley,Technology,West,2801.75
Ethel Curry,Furniture,East,59
Eugene Brewer Knox,Office Supplies,East,37.29
Eugene Chandler,Furniture,Central,257.71
Eugene Chandler,Office Supplies,Central,873.61
Eugene Clayton,Office Supplies,West,5289.97
Eugene Clayton,Technology,West,113.44
Eugene Curry,Furniture,East,143.15
Eugene H Walsh,Furniture,Central,634.88
Eugene H Walsh,Office Supplies,Central,290.94
Eugene Hess,Technology,West,628.82
Eugene Kerr,Office Supplies,East,96.54
Eugene Kerr,Technology,East,1289.15
Eugene Simmons,Office Supplies,East,490.63
Eugene T Duffy,Technology,East,4390.32
Eugene Terrell,Furniture,East,103.88
Eugene Womble,Office Supplies,East,8.49
Eva Berg,Office Supplies,East,80.58
Eva Berger McBride,Furniture,East,410.64
Eva Berger McBride,Office Supplies,East,14.72
Eva Berger McBride,Technology,East,147.59
Eva Decker,Furniture,South,3463.88
Eva Decker,Office Supplies,South,5572.18
Eva Decker,Technology,South,1559.31
Eva Silverman,Furniture,Central,62.87
Eva Silverman,Office Supplies,Central,807.51
Eva Silverman,Technology,Central,5376.69
Eva Simpson,Furniture,Central,1170.12
Eva Simpson,Office Supplies,Central,53.77
Eva Simpson,Technology,Central,8416.35
Eva Wagner,Technology,East,596.07
Evan Adkins,Office Supplies,East,241.97
Evan Currie,Office Supplies,East,17.39
Evan Gill Roy,Office Supplies,South,189.77
Evan K Bullard,Office Supplies,East,515.88
Evan Kelley,Furniture,Central,1818.41
Evan Kelley,Office Supplies,Central,763.05
Evan Kelley,Technology,Central,137.86
Evan Shore,Technology,East,9629.91
Evan Snow,Furniture,East,629.27
Evelyn Blair,Office Supplies,Central,186.76
Evelyn Bowden,Office Supplies,Central,402.61
Evelyn Dougherty,Technology,Central,224.54
Evelyn Galloway,Furniture,Central,1352.95
Evelyn Garcia,Office Supplies,South,2104.96
Evelyn Garcia,Technology,South,88.34
Evelyn Meyer,Office Supplies,West,174.49
Faye Dyer,Furniture,East,1170.21
Faye Hanna,Furniture,West,39.32
Faye Hanna,Office Supplies,West,1132.1
Faye Hanna,Technology,West,2003.15
Faye Joseph,Office Supplies,East,993.12
Faye Joseph,Technology,East,1031.52
Faye Manning,Office Supplies,South,745.81
Faye Manning,Technology,South,3019.33
Faye Silver,Furniture,East,69.37
Faye Silver,Office Supplies,East,203.75
Faye Wolf,Office Supplies,East,746.03
Faye Woods,Office Supplies,South,36.42
Florence Clayton,Furniture,West,179.64
Florence Clayton,Office Supplies,West,1148.81
Florence Clayton,Technology,West,78.82
Florence Gold,Furniture,East,135.78
Florence Gold,Office Supplies,East,111.4
Florence Gold,Technology,East,1677.14
Florence Herman,Furniture,Central,793.23
Florence Hsu Schwarz,Office Supplies,West,46.93
Florence Walters,Office Supplies,South,136.43
Florence Walters,Technology,South,77.62
Florence Wilder,Furniture,Central,776
Florence Wilder,Office Supplies,Central,1126.46
Florence Wilder,Technology,Central,286.12
Floyd Dale,Furniture,East,2345.09
Floyd Dale,Office Supplies,East,129.35
Floyd Dale,Technology,East,60.41
Floyd Hill Dorsey,Furniture,East,663.69
Floyd Hill Dorsey,Office Supplies,East,164.49
Floyd Hill Dorsey,Technology,East,399.7
Frances Berman,Office Supplies,East,14.53
Frances Boykin,Office Supplies,East,780.77
Frances Epstein,Office Supplies,Central,154.84
Frances Epstein,Technology,Central,1357.66
Frances Grant,Office Supplies,West,5.1
Frances Holt,Office Supplies,East,125.37
Frances Jackson,Furniture,Central,4285.56
Frances Jackson,Office Supplies,Central,668.12
Frances Johnson,Furniture,East,5342.75
Frances Johnson,Office Supplies,East,132.38
Frances Johnson,Technology,East,276.84
Frances McCall,Office Supplies,East,844.4
Frances Powers,Furniture,East,394.25
Frances Powers,Office Supplies,East,129.9
Frances Ray,Office Supplies,East,1586.06
Frances Saunders,Technology,West,730.37
Francis Bender,Office Supplies,Central,2365.75
Francis Burch,Technology,South,1244.49
Francis Edwards,Furniture,South,115.86
Francis Edwards,Office Supplies,South,793.48
Francis Edwards,Technology,South,73.72
Francis Evans,Office Supplies,East,8.8
Francis Goldberg,Furniture,Central,747.94
Francis Goldberg,Office Supplies,Central,2110.76
Francis I Davis,Furniture,Central,3267.24
Francis I Davis,Office Supplies,Central,688.9
Francis I Davis,Technology,Central,1389.37
Francis Kendall,Furniture,West,94.04
Francis Kendall,Office Supplies,West,446.94
Francis Kendall,Technology,West,949.58
Francis McKenzie,Office Supplies,West,28.46
Francis Peterson,Furniture,East,1523.59
Francis Peterson,Office Supplies,East,9.35
Francis Sherrill,Office Supplies,South,210.71
Francis Sherrill,Technology,South,1686.13
Francis Spivey,Office Supplies,East,116.92
Frank Cross,Office Supplies,East,3770.1
Frank Cross,Technology,East,40246.39
Frank Hartman,Office Supplies,East,81.06
Frank Hess,Furniture,East,4805.53
Frank Hess,Office Supplies,East,131.79
Frank Hess,Technology,East,1214.45
Frank Holden,Furniture,Central,295.89
Franklin Spencer,Office Supplies,Central,765.06
Franklin Spencer,Technology,Central,2094.12
Fred Barber,Office Supplies,Central,200.59
Fred Barber,Technology,Central,1278.96
Fred H Proctor,Office Supplies,East,4.57
Fred Sharma,Office Supplies,East,117.53
Fred Yu,Office Supplies,East,56.7
Frederick Cole,Furniture,East,4185.24
Frederick Cole,Office Supplies,East,461.1
Frederick Godwin,Office Supplies,East,34.37
Frederick Lang,Office Supplies,East,407.8
Frederick Lehman,Office Supplies,West,381.02
Frederick Lehman,Technology,West,672.31
Gail B Weinstein,Technology,East,82.23
Gail Currin,Furniture,West,1386.39
Gail Currin,Office Supplies,West,84.95
Gail Ellis,Office Supplies,South,863.53
Gail Rankin Cole,Furniture,East,7910.82
Gail Rankin Cole,Office Supplies,East,1876.85
Gail Rankin Cole,Technology,East,6825.4
Gail Welch,Office Supplies,Central,899.12
Gary Frazier,Furniture,East,2223
Gary Frazier,Technology,East,1249.5
Gary Grimes,Office Supplies,Central,3734.13
Gary Hester,Office Supplies,Central,584.85
Gary Hester,Technology,Central,1812.68
Gary Hoffman,Office Supplies,South,10.05
Gary Hoffman,Technology,South,34.36
Gary Kaufman,Office Supplies,East,6.06
Gary Koch,Furniture,South,723.54
Gary Koch,Office Supplies,South,206.61
Gary Koch,Technology,South,971.86
Gary Walton,Office Supplies,West,983.56
Gary Walton,Technology,West,7338.22
Gayle Christian,Furniture,East,8611.16
Gayle Christian,Office Supplies,East,643.29
Gayle Christian,Technology,East,540.09
Gayle Keith,Furniture,West,364.43
Gayle Keith,Office Supplies,West,225.04
Gayle Keith,Technology,West,116.28
Gayle Lawson,Office Supplies,Central,1220.62
Gayle Lawson,Technology,Central,6435.44
Gayle Pearson,Office Supplies,East,157.78
Gayle Peterson,Furniture,East,918.97
Gayle Rollins,Technology,East,125.41
Gayle Waller,Furniture,West,454.74
Gayle Waller,Office Supplies,West,3646.73
Gayle Waller,Technology,West,168.37
Gene Caldwell,Office Supplies,South,205.93
Gene Caldwell,Technology,South,158.5
Gene Cox,Office Supplies,East,853.29
Gene Cox,Technology,East,2555.97
Gene Diaz,Furniture,Central,7.98
Gene Diaz,Office Supplies,Central,1209.82
Gene Diaz,Technology,Central,1424.71
Gene Gilliam,Furniture,South,17377.64
Gene Gilliam,Office Supplies,South,3185.45
Gene Gilliam,Technology,South,232.42
Gene Hardin,Office Supplies,East,63.54
Gene Harper Herring,Office Supplies,East,85.22
Gene Heath Cross,Office Supplies,East,2793.84
Gene Heath Cross,Technology,East,2753.02
Gene Winters,Office Supplies,Central,308.89
Gene Wu Vaughan,Furniture,South,16.38
Gene Wu Vaughan,Office Supplies,South,619.31
Geoffrey Ayers,Furniture,Central,45.38
Geoffrey Ayers,Office Supplies,Central,261.6
Geoffrey Ayers,Technology,Central,1766.88
Geoffrey H Wong,Furniture,South,118.77
Geoffrey H Wong,Office Supplies,South,580.58
Geoffrey H Wong,Technology,South,1488.52
Geoffrey Hewitt,Office Supplies,Central,225.55
Geoffrey Hewitt,Technology,Central,566.15
Geoffrey Koch,Furniture,Central,3251.98
Geoffrey Koch,Office Supplies,Central,1557.23
Geoffrey Rivera,Furniture,South,419.27
Geoffrey Rivera,Office Supplies,South,44.27
Geoffrey Saunders,Furniture,East,769.95
Geoffrey Saunders,Office Supplies,East,11208.99
Geoffrey Saunders,Technology,East,14427.88
Geoffrey Zhu,Furniture,South,227
Geoffrey Zhu,Office Supplies,South,229.57
Geoffrey Zhu,Technology,South,62.46
George Bowen,Furniture,West,132.34
George Bowen,Office Supplies,West,281.33
George Bowen,Technology,West,3000.2
George McLamb,Office Supplies,South,2356.66
George McLamb,Technology,South,2355.24
George Shields,Furniture,Central,4414.42
George Shields,Office Supplies,Central,56.86
George Shields,Technology,Central,11881.2
George Terry,Furniture,West,2043.63
George Terry,Office Supplies,West,315.79
George Terry,Technology,West,2543.36
George Yates,Furniture,South,2537.4
George Yates,Office Supplies,South,109.33
George Yates,Technology,South,19882.09
Gerald Crabtree,Furniture,Central,2538.68
Gerald Crabtree,Office Supplies,Central,2757.71
Gerald Kearney,Office Supplies,Central,291.27
Gerald Kearney,Technology,Central,2634.32
Gerald Love,Furniture,West,437.96
Gerald Love,Office Supplies,West,138.51
Gerald Love,Technology,West,42.68
Gerald Petty,Furniture,East,440.06
Gerald Petty,Office Supplies,East,1549.05
Gerald Petty,Technology,East,676.6
Gerald Raynor,Furniture,South,1964.67
Gerald Raynor,Office Supplies,South,111.52
Gerald Raynor,Technology,South,1006.77
Geraldine Martinez Bray,Office Supplies,East,101.87
Geraldine Puckett,Technology,West,429.33
Gilbert Godfrey,Furniture,Central,1861.78
Gilbert Godfrey,Office Supplies,Central,68.18
Gilbert Godfrey,Technology,Central,1987.69
Gilbert Lang,Office Supplies,East,124.84
Gilbert P Sun,Furniture,East,2647.51
Gilbert Scarborough,Office Supplies,West,3843.88
Gilbert Scarborough,Technology,West,1436.11
Gilbert Vogel,Furniture,West,4531.85
Gilbert Vogel,Office Supplies,West,28.16
Gilbert Washington,Furniture,West,837.21
Gilbert Washington,Office Supplies,West,1516.19
Gilbert Washington,Technology,West,419.98
Gina B Hess,Office Supplies,East,28.01
Gina Curry,Technology,East,945.36
Gina McKnight,Furniture,South,4141.81
Gina McKnight,Office Supplies,South,3104.1
Gina McKnight,Technology,South,4261.32
Gladys Barnes,Technology,East,632.01
Gladys Everett,Furniture,Central,174.37
Gladys Everett,Office Supplies,Central,457.27
Gladys Everett,Technology,Central,690.99
Gladys Holloway,Office Supplies,South,262.16
Gladys Holloway,Technology,South,31.71
Gladys Wilkinson,Technology,East,518.24
Glen Caldwell,Furniture,West,61553.26
Glen Caldwell,Office Supplies,West,5905.84
Glen Caldwell,Technology,West,21810.6
Glen Choi,Office Supplies,East,135.95
Glen Choi,Technology,East,463.63
Glen Denton,Technology,East,60.03
Glen Green,Office Supplies,Central,2296.42
Glen Horowitz,Furniture,East,447.41
Glen Horowitz,Office Supplies,East,3711.98
Glen Horowitz,Technology,East,744.64
Glen Newman,Office Supplies,East,1386.89
Glen Robertson,Office Supplies,Central,955.16
Glen Robertson,Technology,Central,1129.67
Glen Stein,Office Supplies,East,41.53
Glen Weeks,Technology,East,763.15
Glenda Bowles,Furniture,South,554.64
Glenda Bowles,Office Supplies,South,547.29
Glenda Carlton,Furniture,East,580.09
Glenda Carlton,Office Supplies,East,264.06
Glenda Dougherty,Office Supplies,East,6530.28
Glenda Herbert,Office Supplies,West,329.34
Glenda Herbert,Technology,West,3741.39
Glenda Holder,Furniture,Central,281.46
Glenda Holder,Office Supplies,Central,252.6
Glenda Holder,Technology,Central,341.33
Glenda Hunter,Furniture,West,9435.99
Glenda Hunter,Office Supplies,West,986.51
Glenda Hunter,Technology,West,4156.13
Glenda Rosen,Office Supplies,South,929.34
Glenda Simon,Office Supplies,West,925.55
Glenda Simon,Technology,West,846.35
Glenda Taylor Strauss,Furniture,South,5504.64
Glenda Taylor Strauss,Office Supplies,South,66.03
Glenda Taylor Strauss,Technology,South,326.35
Glenn Burnette,Furniture,East,16.43
Glenn Goodwin,Office Supplies,Central,198.39
Glenn Jain,Furniture,South,1315.25
Glenn Jain,Office Supplies,South,170.48
Glenn Jain,Technology,South,575.82
Glenn Jones,Technology,East,1865.7
Glenn MacDonald,Office Supplies,Central,86.87
Glenn Morgan,Furniture,West,195.56
Glenn Morgan,Office Supplies,West,621.15
Gloria Jacobs,Furniture,East,4633.43
Gloria Jacobs,Office Supplies,East,4088.51
Gloria Jacobs,Technology,East,2652.11
Gloria Lewis,Office Supplies,West,116.58
Gloria Quinn,Furniture,East,395.61
Gordon Boswell,Furniture,Central,80.33
Gordon Boswell,Office Supplies,Central,73.96
Gordon Brandt,Furniture,West,103730.9
Gordon Brandt,Office Supplies,West,9172.41
Gordon Brandt,Technology,West,10842.31
Gordon Lyon,Furniture,West,506.51
Gordon Lyon,Office Supplies,West,253.24
Gordon Lyon,Technology,West,884.59
Gordon Sutherland,Furniture,West,1957.18
Gordon Sutherland,Office Supplies,West,143.78
Gordon Sutherland,Technology,West,777.47
Gordon Walker,Office Supplies,South,370.1
Grace Black,Furniture,South,5613.66
Grace Black,Office Supplies,South,257.71
Grace Black,Technology,South,88.35
Grace Everett,Furniture,South,943.72
Grace Everett,Office Supplies,South,120.35
Grace Everett,Technology,South,2023.61
Grace McNeill Hunt,Furniture,East,1350.94
Grace Vaughn,Office Supplies,West,92.52
Grace Vaughn,Technology,West,12924.23
Greg Malone,Furniture,East,255.39
Greg Malone,Office Supplies,East,1389.05
Greg Malone,Technology,East,50.06
Greg McKinney,Furniture,East,60.81
Greg Walsh,Office Supplies,East,33.17
Gregory Barefoot,Furniture,East,1458.58
Gregory Beasley,Furniture,East,2087.77
Gregory Beasley,Office Supplies,East,485.67
Gregory Beasley,Technology,East,501.97
Gregory Bridges,Furniture,Central,1541.59
Gregory Bridges,Office Supplies,Central,7.37
Gregory Craig,Office Supplies,East,171.14
Gregory Crane,Office Supplies,West,22.05
Gregory Crane,Technology,West,2840.47
Gregory Holden,Furniture,West,638.07
Gregory Holden,Office Supplies,West,327.87
Gregory Holden,Technology,West,917.47
Gregory R Snow,Office Supplies,South,1832.65
Gregory R Snow,Technology,South,340.33
Gregory Rao,Office Supplies,West,332.07
Gregory Rao,Technology,West,4278.15
Gregory Strickland,Furniture,Central,114.37
Gregory Strickland,Office Supplies,Central,90.21
Gregory Strickland,Technology,Central,94.71
Gretchen Ball,Furniture,West,590.45
Gretchen Ball,Office Supplies,West,651.9
Gretchen Ball,Technology,West,304.74
Gretchen Best Wilkins,Furniture,West,5728.56
Gretchen Best Wilkins,Office Supplies,West,234.85
